customer_id,name,gender,age,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,categorized_job_title
2073,Linea  ,Female,43.0,Manufacturing,High Net Worth,N,Yes,10.0,unknown
2074,Roslyn Rawdall,Female,20.0,Financial Services,Mass Customer,N,No,4.0,unknown
2075,Devondra Jovis,Female,44.0,Manufacturing,Mass Customer,N,No,8.0,Science & Research
2076,Beatriz Tweddle,Female,48.0,Manufacturing,Mass Customer,N,Yes,5.0,Administrative Roles
2077,Tobe Lindroos,Female,25.0,Financial Services,Mass Customer,N,Yes,7.0,Management & Leadership Roles
2078,Joice Govett,Female,28.0,Manufacturing,Mass Customer,N,No,3.0,IT & Software Roles
2079,Eda  ,Female,61.0,Unknown,High Net Worth,N,No,11.0,Marketing & Media
2080,Rosamond Sainer,Female,58.0,Unknown,High Net Worth,N,No,17.0,Administrative Roles
2081,Gelya Coaker,Female,45.0,Financial Services,Mass Customer,N,No,13.0,Marketing & Media
2082,Sybyl Beekman,Female,38.0,Health,Affluent Customer,N,Yes,19.0,Administrative Roles
2083,Karee Ortler,Female,37.0,Unknown,Mass Customer,N,No,4.0,unknown
2084,Britni Menguy,Female,31.0,IT,Mass Customer,N,Yes,17.0,unknown
2085,Carolynn Samsin,Female,61.0,Health,Mass Customer,N,No,11.0,Healthcare & Therapy
2086,Gayle Cockerell,Male,21.0,Financial Services,High Net Worth,N,No,1.0,Management & Leadership Roles
2087,Yehudi Sandon,Male,48.0,IT,Mass Customer,N,Yes,15.0,Administrative Roles
2088,Ernie Wankel,Male,48.0,Financial Services,Mass Customer,N,Yes,14.0,Finance & Accounting
2089,Erie Ballston,Male,60.0,Financial Services,High Net Worth,N,No,15.0,Healthcare & Therapy
2090,Stanton Schimoni,Male,53.0,Financial Services,Mass Customer,N,Yes,17.0,IT & Software Roles
2091,Dominga Crosfield,Female,37.0,Argiculture,Mass Customer,N,No,9.0,Administrative Roles
2092,Stavros Hazelby,Male,40.0,Manufacturing,High Net Worth,N,No,18.0,Healthcare & Therapy
2093,Salem Doiley,Male,18.0,Financial Services,High Net Worth,N,No,2.0,IT & Software Roles
2094,Merle Pesticcio,Male,33.0,Unknown,Mass Customer,N,No,16.0,Science & Research
2095,Anette Guerreiro,Female,28.0,Manufacturing,Affluent Customer,N,No,8.0,Marketing & Media
2096,Torrie Smartman,Female,48.0,Telecommunications,High Net Worth,N,Yes,12.0,IT & Software Roles
2097,Web Decaze,Male,29.0,Telecommunications,Mass Customer,N,No,21.0,Administrative Roles
2098,Ame Tossell,Female,48.0,Health,High Net Worth,N,No,16.0,Healthcare & Therapy
2099,Mikel McKechnie,Male,58.0,Financial Services,High Net Worth,N,Yes,19.0,Management & Leadership Roles
2100,Der Blatcher,Male,39.0,IT,Mass Customer,N,No,14.0,Administrative Roles
2101,Maryann  ,Female,19.0,Unknown,Mass Customer,N,Yes,2.0,Administrative Roles
2102,Carl Penquet,Male,42.0,Unknown,Affluent Customer,N,No,5.0,Marketing & Media
2103,Jayme Hendin,Male,42.0,Financial Services,Affluent Customer,N,No,18.0,Management & Leadership Roles
2104,Livy Roote,Female,38.0,Financial Services,Mass Customer,N,No,11.0,Engineering & Technical Roles
2105,Terrance Goligher,Male,46.0,Health,High Net Worth,N,Yes,6.0,Science & Research
2106,Antons Ley,Male,47.0,Financial Services,High Net Worth,N,Yes,13.0,Administrative Roles
2107,Dre Ferrillo,Female,25.0,IT,Affluent Customer,N,Yes,4.0,Science & Research
2108,Michel O'Halligan,Female,32.0,Property,Mass Customer,N,Yes,18.0,Engineering & Technical Roles
2109,Grazia Vinson,Female,52.0,Health,High Net Worth,N,Yes,18.0,Marketing & Media
2110,Gard Marris,Male,44.0,Manufacturing,High Net Worth,N,No,14.0,Administrative Roles
2111,Ellis Vokes,Male,44.0,Property,Affluent Customer,N,Yes,12.0,Healthcare & Therapy
2112,Aubrie Glaum,Female,24.0,Financial Services,Mass Customer,N,Yes,6.0,Administrative Roles
2113,Nita Bushell,Female,46.0,Manufacturing,Affluent Customer,N,No,17.0,Finance & Accounting
2114,Erick Caveill,Male,63.0,Argiculture,High Net Worth,N,No,19.0,Healthcare & Therapy
2115,Shannon Pflieger,Male,42.0,Health,Mass Customer,N,Yes,17.0,Science & Research
2116,Wyndham Ecob,Male,38.0,Financial Services,Affluent Customer,N,Yes,9.0,Science & Research
2117,Llywellyn Christall,Male,22.0,Health,Affluent Customer,N,No,3.0,IT & Software Roles
2118,Ulrick Calyton,Male,39.0,Unknown,High Net Worth,N,No,7.0,IT & Software Roles
2119,Dorise Bellon,Female,32.0,Financial Services,Mass Customer,N,No,17.0,Management & Leadership Roles
2120,Clare Attoe,Male,21.0,Manufacturing,Mass Customer,N,No,1.0,IT & Software Roles
2121,Clarita Jaqueminet,Female,28.0,Financial Services,Mass Customer,N,Yes,22.0,Healthcare & Therapy
2122,Osborne Nawton,Male,44.0,Health,High Net Worth,N,Yes,11.0,Healthcare & Therapy
2123,Shirley Negal,Female,24.0,Manufacturing,Affluent Customer,N,No,2.0,Engineering & Technical Roles
2124,Damien Bartczak,Male,39.0,Retail,High Net Worth,N,No,18.0,unknown
2125,Laurene Linstead,Female,42.0,Financial Services,High Net Worth,N,No,18.0,Management & Leadership Roles
2126,Hugibert Getcliff,Male,59.0,Health,Mass Customer,N,Yes,17.0,Engineering & Technical Roles
2127,Wanids Baudet,Female,43.0,Manufacturing,Mass Customer,N,No,7.0,IT & Software Roles
2128,Gregorius Cockram,Male,41.0,Property,Affluent Customer,N,Yes,16.0,IT & Software Roles
2129,Barron Waszkiewicz,Male,37.0,Manufacturing,High Net Worth,N,No,3.0,Engineering & Technical Roles
2130,Evangelina Coxhell,Female,28.0,Property,High Net Worth,N,Yes,16.0,Engineering & Technical Roles
2131,Nettle Painter,Female,46.0,Unknown,Mass Customer,N,Yes,7.0,Administrative Roles
2132,Davina Dougary,Female,32.0,Financial Services,High Net Worth,N,Yes,22.0,Administrative Roles
2133,Clarissa Blaisdale,Female,19.0,Financial Services,High Net Worth,N,No,3.0,Administrative Roles
2134,Crosby Ruoff,Male,17.0,Manufacturing,Affluent Customer,N,No,2.0,Healthcare & Therapy
2135,Teador Laurant,Male,37.0,Unknown,Mass Customer,N,Yes,15.0,Engineering & Technical Roles
2136,Heather Golsworthy,Female,52.0,Health,High Net Worth,N,Yes,5.0,Administrative Roles
2137,Renie  ,Female,46.0,Manufacturing,Affluent Customer,N,No,5.0,Engineering & Technical Roles
2138,Jonell Gon,Female,39.0,Manufacturing,High Net Worth,N,No,15.0,Marketing & Media
2139,Carolina Brands,Female,35.0,IT,Affluent Customer,N,Yes,7.0,Finance & Accounting
2140,Hilario Ramsdell,Male,41.0,Telecommunications,High Net Worth,N,No,21.0,Administrative Roles
2141,Georgie Bruggen,Female,53.0,Financial Services,High Net Worth,N,Yes,4.0,IT & Software Roles
2142,Marti McComish,Female,38.0,Unknown,Affluent Customer,N,No,7.0,Science & Research
2143,Napoleon Terron,Male,54.0,Unknown,High Net Worth,N,Yes,10.0,Management & Leadership Roles
2144,Maureene Kingstne,Female,39.0,Property,Mass Customer,N,Yes,9.0,Administrative Roles
2145,Adrea Quittonden,Female,58.0,Entertainment,Affluent Customer,N,Yes,19.0,Science & Research
2146,Timmie Lenden,Male,50.0,Unknown,Mass Customer,N,No,13.0,unknown
2147,Franzen Kielty,Male,19.0,Unknown,High Net Worth,N,Yes,1.0,Engineering & Technical Roles
2148,Annis Freeth,Female,28.0,Manufacturing,Mass Customer,N,Yes,15.0,Engineering & Technical Roles
2149,Lana Druce,Female,39.0,Unknown,High Net Worth,N,No,6.0,Education & Teaching
2150,Huntlee Pashba,Male,58.0,Retail,Affluent Customer,N,Yes,8.0,unknown
2151,Herrick Gammett,Male,31.0,Entertainment,Affluent Customer,N,No,6.0,unknown
2152,Junina Labone,Female,49.0,Manufacturing,Mass Customer,N,Yes,19.0,IT & Software Roles
2153,Jimmy  ,Male,31.0,Financial Services,Mass Customer,N,No,10.0,Finance & Accounting
2154,Bird Bolf,Female,38.0,Manufacturing,High Net Worth,N,No,6.0,Engineering & Technical Roles
2155,Fayth Millions,Female,54.0,Unknown,Mass Customer,N,No,14.0,IT & Software Roles
2156,Darill Mowday,Male,40.0,Retail,Mass Customer,N,Yes,18.0,IT & Software Roles
2157,Alidia Petyankin,Female,39.0,Property,Mass Customer,N,No,19.0,Marketing & Media
2158,Caesar Begbie,Male,57.0,Entertainment,Mass Customer,N,No,6.0,Administrative Roles
2159,Godfrey Bottini,Male,54.0,Unknown,High Net Worth,N,Yes,6.0,unknown
2160,Kettie Cantopher,Female,46.0,Health,Mass Customer,N,Yes,15.0,Administrative Roles
2161,Tommie Mardle,Male,19.0,Financial Services,Mass Customer,N,No,4.0,unknown
2162,Andrew Blunt,Male,43.0,Financial Services,High Net Worth,N,Yes,10.0,Administrative Roles
2163,Tim Guilliatt,Male,21.0,Unknown,Mass Customer,N,Yes,6.0,Management & Leadership Roles
2164,Toinette Clementson,Female,44.0,Financial Services,Mass Customer,N,Yes,18.0,Finance & Accounting
2165,Marlie Teesdale,Unknown,40.040122668029646,Manufacturing,Affluent Customer,N,No,10.65704063378482,Engineering & Technical Roles
2166,Mareah Woodnutt,Female,33.0,Property,Mass Customer,N,No,16.0,Healthcare & Therapy
2167,Laina Semorad,Female,20.0,Entertainment,Mass Customer,N,No,1.0,Science & Research
2168,Levon Woollard,Male,43.0,Financial Services,Mass Customer,N,Yes,17.0,Management & Leadership Roles
2169,Jarrad Atwell,Male,38.0,Financial Services,Mass Customer,N,No,18.0,Finance & Accounting
2170,Dewitt Laight,Male,54.0,Manufacturing,Affluent Customer,N,No,6.0,Engineering & Technical Roles
2171,Laryssa Maes,Female,47.0,Health,High Net Worth,N,No,10.0,Healthcare & Therapy
2172,Emmery Angrock,Male,39.0,Health,Affluent Customer,N,Yes,13.0,Administrative Roles
2173,Gracia McAteer,Female,41.0,IT,Mass Customer,N,Yes,22.0,IT & Software Roles
2174,Rock Vickerstaff,Male,55.0,Argiculture,High Net Worth,N,No,11.0,Marketing & Media
2175,Elvyn Bullas,Male,32.0,Health,Mass Customer,N,No,13.0,IT & Software Roles
2176,Josie Gallemore,Female,55.0,Property,High Net Worth,N,Yes,12.0,Finance & Accounting
2177,Waverly Creebo,Male,40.0,Health,Mass Customer,N,No,9.0,Marketing & Media
2178,Veriee Colthard,Female,63.0,Retail,Mass Customer,N,No,12.0,Engineering & Technical Roles
2179,Benson cornhill,Male,57.0,Manufacturing,Mass Customer,N,No,17.0,IT & Software Roles
2180,Urbanus Trevaskus,Male,58.0,Unknown,High Net Worth,N,Yes,13.0,Engineering & Technical Roles
2181,Tobe Roxby,Male,43.0,IT,Mass Customer,N,Yes,8.0,Marketing & Media
2182,Symon Minchin,Male,50.0,Entertainment,High Net Worth,N,Yes,16.0,Administrative Roles
2183,Jillie Fyndon,Female,45.0,Manufacturing,Mass Customer,N,Yes,7.0,IT & Software Roles
2184,Lamar Gladman,Male,46.0,Health,Mass Customer,N,No,11.0,Science & Research
2185,Gayle Gridley,Female,54.0,Property,Mass Customer,N,No,19.0,Administrative Roles
2186,Carolina Sexty,Female,54.0,Health,High Net Worth,N,No,5.0,Healthcare & Therapy
2187,Brunhilde Kendall,Female,20.0,Health,Mass Customer,N,No,2.0,Finance & Accounting
2188,Zonnya Fayter,Female,45.0,Unknown,Mass Customer,N,No,17.0,Healthcare & Therapy
2189,Thedric  ,Male,19.0,Financial Services,High Net Worth,N,No,4.0,Healthcare & Therapy
2190,Maressa Kondrachenko,Female,38.0,IT,Affluent Customer,N,No,13.0,unknown
2191,Alley Fitchell,Male,41.0,Unknown,Mass Customer,N,Yes,4.0,Administrative Roles
2192,Hubie Leipold,Male,51.0,Unknown,Mass Customer,N,No,14.0,Administrative Roles
2193,Roldan Carrington,Male,62.0,Unknown,Mass Customer,N,Yes,6.0,IT & Software Roles
2194,Johnette O'Fergus,Female,59.0,Manufacturing,Affluent Customer,N,Yes,11.0,Engineering & Technical Roles
2195,Nevsa Taill,Female,30.0,Financial Services,Affluent Customer,N,Yes,13.0,Engineering & Technical Roles
2196,Skylar Brise,Male,41.0,Retail,High Net Worth,N,Yes,7.0,Administrative Roles
2197,Filip Willows,Male,24.0,Financial Services,Mass Customer,N,No,7.0,IT & Software Roles
2198,Marijn Arnoll,Male,19.0,Property,Affluent Customer,N,Yes,1.0,Marketing & Media
2199,Leigha Ranger,Female,34.0,Property,High Net Worth,N,Yes,13.0,Administrative Roles
2200,Teodoor Lovelace,Male,31.0,Unknown,Affluent Customer,N,Yes,16.0,Marketing & Media
2201,Trisha Basset,Female,19.0,Financial Services,Affluent Customer,N,Yes,1.0,Engineering & Technical Roles
2202,Diannne Neissen,Female,40.0,Financial Services,Affluent Customer,N,Yes,8.0,Administrative Roles
2203,Ganny Alessandrelli,Male,19.0,Health,High Net Worth,N,Yes,2.0,Marketing & Media
2204,Kacie Barthram,Female,50.0,Entertainment,High Net Worth,N,No,7.0,Science & Research
2205,Birk Elphey,Unknown,40.040122668029646,IT,Mass Customer,N,No,10.65704063378482,Administrative Roles
2206,Osmond McCamish,Male,60.0,Financial Services,Affluent Customer,N,No,14.0,Engineering & Technical Roles
2207,Junia Gall,Female,38.0,Manufacturing,Mass Customer,N,Yes,16.0,IT & Software Roles
2208,Lavena Embling,Female,63.0,Unknown,Mass Customer,N,No,9.0,unknown
2209,Rriocard Gavan,Male,24.0,Health,Affluent Customer,N,Yes,3.0,Healthcare & Therapy
2210,Kirby Cameron,Male,32.0,Health,High Net Worth,N,No,5.0,Healthcare & Therapy
2211,Carmelita Matuskiewicz,Female,42.0,Manufacturing,Mass Customer,N,Yes,18.0,unknown
2212,Adrianne Raoux,Female,43.0,Manufacturing,Affluent Customer,N,Yes,20.0,IT & Software Roles
2213,Jesse Leyshon,Female,21.0,Unknown,Affluent Customer,N,Yes,6.0,Administrative Roles
2214,Farlay Plevey,Male,60.0,Manufacturing,High Net Worth,N,Yes,8.0,unknown
2215,Viola Wadhams,Female,46.0,Financial Services,Mass Customer,N,Yes,18.0,Engineering & Technical Roles
2216,Clarinda Woffinden,Female,56.0,Property,High Net Worth,N,Yes,10.0,IT & Software Roles
2217,Kristofor Juris,Male,36.0,Financial Services,Mass Customer,N,No,16.0,Administrative Roles
2218,Madelena Blincoe,Female,25.0,Health,Affluent Customer,N,No,4.0,Marketing & Media
2219,Ansel Napier,Male,35.0,Unknown,High Net Worth,N,Yes,3.0,Engineering & Technical Roles
2220,Curr Jancey,Male,58.0,Financial Services,Mass Customer,N,Yes,13.0,Administrative Roles
2221,Tye Scottini,Male,22.0,Argiculture,Affluent Customer,N,No,7.0,Administrative Roles
2222,Caroline Grabban,Female,43.0,Financial Services,Mass Customer,N,No,14.0,Education & Teaching
2223,Sarita Georgiev,Female,36.0,Health,Mass Customer,N,No,12.0,Education & Teaching
2224,Sydel Seccombe,Female,19.0,Retail,High Net Worth,N,Yes,4.0,Finance & Accounting
2225,Christina Easum,Female,29.0,Health,Affluent Customer,N,No,19.0,Healthcare & Therapy
2226,Hedvig Flatt,Female,62.0,Entertainment,Mass Customer,N,No,11.0,Science & Research
2227,Duff Kemble,Male,41.0,Property,Affluent Customer,N,Yes,9.0,IT & Software Roles
2228,Rosita Soppeth,Female,61.0,Manufacturing,High Net Worth,N,No,9.0,Engineering & Technical Roles
2229,Linette Gotmann,Female,58.0,Financial Services,Affluent Customer,N,Yes,7.0,Management & Leadership Roles
2230,Gertruda Shrimpling,Female,40.0,Unknown,Mass Customer,N,No,19.0,unknown
2231,Rasla Landreth,Female,58.0,Unknown,Mass Customer,N,No,13.0,Administrative Roles
2232,Nev Malone,Male,27.0,Unknown,Mass Customer,N,Yes,11.0,IT & Software Roles
2233,Cassi Killingworth,Female,44.0,Unknown,Mass Customer,N,Yes,8.0,Marketing & Media
2234,Dylan Hanvey,Male,31.0,Manufacturing,Mass Customer,N,No,18.0,Engineering & Technical Roles
2235,Maxine Cauldwell,Female,38.0,Health,Affluent Customer,N,No,16.0,Marketing & Media
2236,Arin Crickmoor,Male,49.0,Manufacturing,Affluent Customer,N,Yes,13.0,IT & Software Roles
2237,Julia Walden,Female,48.0,Unknown,Mass Customer,N,Yes,9.0,unknown
2238,Nata Plinck,Female,39.0,Retail,Mass Customer,N,Yes,14.0,Management & Leadership Roles
2239,Jocelyne Pasquale,Female,58.0,Property,High Net Worth,N,Yes,8.0,Education & Teaching
2240,Niall Hallifax,Male,48.0,Manufacturing,High Net Worth,N,Yes,16.0,Engineering & Technical Roles
2241,Augy Jerrems,Male,42.0,Financial Services,High Net Worth,N,No,10.0,Administrative Roles
2242,Elsy Springell,Female,40.0,Unknown,Mass Customer,N,Yes,21.0,Management & Leadership Roles
2243,Lena Cronshaw,Female,41.0,Unknown,Affluent Customer,N,Yes,7.0,Management & Leadership Roles
2244,Sidney Cargon,Male,45.0,Manufacturing,Mass Customer,N,No,5.0,Engineering & Technical Roles
2245,Elsinore Banbrook,Female,37.0,Argiculture,Mass Customer,N,No,3.0,Administrative Roles
2246,Giraldo Lacer,Male,38.0,Unknown,Mass Customer,N,Yes,13.0,IT & Software Roles
2247,Gweneth Wilkins,Female,22.0,Retail,High Net Worth,N,Yes,1.0,Education & Teaching
2248,Helsa Grandisson,Female,21.0,Manufacturing,Mass Customer,N,No,1.0,Engineering & Technical Roles
2249,Kiele Caghan,Female,21.0,Financial Services,Mass Customer,N,No,5.0,unknown
2250,De witt Gleave,Male,25.0,Telecommunications,High Net Worth,N,No,7.0,unknown
2251,Leslie Shotboult,Male,58.0,Property,High Net Worth,N,No,19.0,unknown
2252,Darcey Annis,Unknown,40.040122668029646,IT,High Net Worth,N,Yes,10.65704063378482,Education & Teaching
2253,Gracie Kubacki,Female,58.0,Manufacturing,Affluent Customer,N,Yes,13.0,Administrative Roles
2254,Ann Beek,Female,62.0,Health,Affluent Customer,N,No,18.0,IT & Software Roles
2255,Iorgo Krol,Male,25.0,Health,Affluent Customer,N,Yes,5.0,Healthcare & Therapy
2256,Mara Rosterne,Female,39.0,Retail,Mass Customer,N,No,15.0,Administrative Roles
2257,Siward Corradino,Male,40.0,Entertainment,Mass Customer,N,No,15.0,Science & Research
2258,Cathy Powter,Female,43.0,Retail,High Net Worth,N,No,7.0,Marketing & Media
2259,Leanora Calbert,Female,18.0,Unknown,Affluent Customer,N,No,2.0,Science & Research
2260,Jarad Barthropp,Male,50.0,Argiculture,High Net Worth,N,No,11.0,Administrative Roles
2261,Gerome Monshall,Male,37.0,Health,Mass Customer,N,Yes,13.0,Marketing & Media
2262,Nyssa Banister,Female,33.0,Health,Mass Customer,N,Yes,2.0,Healthcare & Therapy
2263,Lois Sorel,Female,30.0,Argiculture,Mass Customer,N,Yes,21.0,Education & Teaching
2264,Tony Shirley,Female,45.0,Health,Affluent Customer,N,No,9.0,Healthcare & Therapy
2265,Brendan Vicent,Male,37.0,Property,Mass Customer,N,Yes,5.0,unknown
2266,Jeth Tomes,Male,19.0,Retail,High Net Worth,N,No,1.0,unknown
2267,Andrei Mulchrone,Female,53.0,Unknown,Affluent Customer,N,No,14.0,Management & Leadership Roles
2268,Wilhelmina Gothup,Female,52.0,Health,Mass Customer,N,No,19.0,Healthcare & Therapy
2269,Beitris Lamy,Female,28.0,Unknown,Mass Customer,N,No,9.0,Engineering & Technical Roles
2270,Augustus Edleston,Male,51.0,Retail,Affluent Customer,N,No,9.0,Administrative Roles
2271,King Hoston,Male,43.0,Telecommunications,Mass Customer,N,Yes,18.0,unknown
2272,Grete Hindenburg,Female,23.0,Manufacturing,Mass Customer,N,No,1.0,Finance & Accounting
2273,Rhetta Lambrook,Female,53.0,Unknown,Mass Customer,N,Yes,9.0,Administrative Roles
2274,Nada Reinert,Female,38.0,Manufacturing,Mass Customer,N,Yes,13.0,Finance & Accounting
2275,Ursulina Carter,Female,25.0,Financial Services,High Net Worth,N,Yes,8.0,Administrative Roles
2276,Stormy Caveney,Female,32.0,Unknown,Mass Customer,N,Yes,12.0,IT & Software Roles
2277,Gillie Ruben,Female,54.0,Financial Services,High Net Worth,N,Yes,7.0,Management & Leadership Roles
2278,Gerri Heliet,Male,40.0,Health,Affluent Customer,N,Yes,8.0,Engineering & Technical Roles
2279,Garrett Szymon,Male,38.0,Health,Mass Customer,N,No,3.0,Administrative Roles
2280,Wrennie Alexandersson,Female,57.0,Unknown,Mass Customer,N,No,9.0,Finance & Accounting
2281,Valaria Abrehart,Female,28.0,Unknown,High Net Worth,N,Yes,14.0,unknown
2282,Dominic Gregoletti,Male,60.0,Financial Services,Affluent Customer,N,Yes,7.0,Finance & Accounting
2283,Gaspar Janaway,Male,63.0,Unknown,High Net Worth,N,No,16.0,IT & Software Roles
2284,Ola Lenoir,Female,43.0,Telecommunications,High Net Worth,N,No,14.0,Administrative Roles
2285,Maritsa Bellison,Female,44.0,Health,High Net Worth,N,No,5.0,Healthcare & Therapy
2286,Katuscha Sapsed,Female,22.0,Manufacturing,High Net Worth,N,No,5.0,Science & Research
2287,Gisela Partener,Female,43.0,Telecommunications,High Net Worth,N,No,20.0,Administrative Roles
2288,Cirillo Hook,Male,53.0,Manufacturing,High Net Worth,N,No,8.0,Science & Research
2289,Kissie Steanson,Female,37.0,Health,Affluent Customer,N,Yes,13.0,Science & Research
2290,Myca Standley,Male,36.0,Manufacturing,Mass Customer,N,Yes,5.0,Marketing & Media
2291,Guido Meynell,Male,46.0,Manufacturing,Affluent Customer,N,Yes,4.0,Finance & Accounting
2292,Christie MacClure,Female,19.0,Health,Mass Customer,N,Yes,2.0,Science & Research
2293,Engracia Newcom,Female,59.0,Financial Services,Affluent Customer,N,No,16.0,Finance & Accounting
2294,Skipton Cordie,Male,30.0,Manufacturing,Mass Customer,N,No,21.0,Education & Teaching
2295,Farris Hazelby,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,Finance & Accounting
2296,Nathalia Sanger,Female,16.0,Retail,Affluent Customer,N,No,1.0,Science & Research
2297,Pauletta Taffee,Female,46.0,Manufacturing,Affluent Customer,N,Yes,19.0,Engineering & Technical Roles
2298,Brigham Vyse,Male,20.0,Property,Mass Customer,N,Yes,5.0,Science & Research
2299,Mahmoud Dagworthy,Male,31.0,Property,High Net Worth,N,Yes,7.0,IT & Software Roles
2300,Cary Cockerham,Male,19.0,Financial Services,Mass Customer,N,Yes,3.0,unknown
2301,Ken Vashchenko,Male,51.0,Financial Services,Mass Customer,N,Yes,19.0,Management & Leadership Roles
2302,Loraine Beamish,Female,18.0,Retail,Mass Customer,N,Yes,4.0,Engineering & Technical Roles
2303,Alair Combe,Male,24.0,Retail,Mass Customer,N,Yes,4.0,IT & Software Roles
2304,Shelia Bellew,Female,60.0,Unknown,Mass Customer,N,Yes,11.0,unknown
2305,Aeriell Greeding,Female,33.0,Financial Services,Affluent Customer,N,Yes,13.0,Engineering & Technical Roles
2306,Hilary Tregunna,Female,57.0,Financial Services,High Net Worth,N,Yes,9.0,Administrative Roles
2307,Corina Shadwick,Female,39.0,Retail,High Net Worth,N,Yes,13.0,IT & Software Roles
2308,Nancey Hastie,Female,54.0,Financial Services,Mass Customer,N,Yes,17.0,Administrative Roles
2309,Herc McIlhone,Male,32.0,Manufacturing,Affluent Customer,N,No,14.0,Administrative Roles
2310,Jed Humpherston,Male,47.0,Unknown,High Net Worth,N,Yes,11.0,Administrative Roles
2311,Addi  ,Female,28.0,Health,Mass Customer,N,No,16.0,Engineering & Technical Roles
2312,Ronnica Grebner,Female,38.0,Manufacturing,Mass Customer,N,No,18.0,Administrative Roles
2313,Christa Pauley,Female,51.0,Manufacturing,Mass Customer,N,No,12.0,Engineering & Technical Roles
2314,Ravid Lapenna,Male,24.0,Health,High Net Worth,N,Yes,7.0,Healthcare & Therapy
2315,Pernell MacCheyne,Male,23.0,Financial Services,Affluent Customer,N,No,8.0,Marketing & Media
2316,Vernen Bourgaize,Male,39.0,Financial Services,Affluent Customer,N,Yes,11.0,IT & Software Roles
2317,Alwin Cuberley,Male,41.0,Health,Mass Customer,N,Yes,16.0,Finance & Accounting
2318,Willa Malyan,Female,29.0,Manufacturing,Mass Customer,N,Yes,6.0,Engineering & Technical Roles
2319,David Darrigrand,Male,32.0,Entertainment,High Net Worth,N,No,18.0,Science & Research
2320,Kaylyn Throssell,Female,52.0,Manufacturing,Affluent Customer,N,No,16.0,Management & Leadership Roles
2321,Libbi Freeberne,Female,37.0,Manufacturing,Mass Customer,N,Yes,20.0,Engineering & Technical Roles
2322,Hazlett Rosenschein,Male,25.0,Health,Mass Customer,N,Yes,2.0,Science & Research
2323,Adair Piser,Male,29.0,Property,High Net Worth,N,No,13.0,IT & Software Roles
2324,Jerrold Robben,Male,51.0,Manufacturing,Mass Customer,N,Yes,16.0,Marketing & Media
2325,Emmett Whatsize,Male,54.0,Retail,High Net Worth,N,Yes,12.0,IT & Software Roles
2326,Trev Boothebie,Male,51.0,Retail,High Net Worth,N,No,14.0,IT & Software Roles
2327,Alie Sowle,Female,54.0,Unknown,Affluent Customer,N,No,6.0,Finance & Accounting
2328,Gayler Shackle,Male,31.0,Health,Mass Customer,N,Yes,8.0,Healthcare & Therapy
2329,Donny Stiven,Female,60.0,IT,Affluent Customer,N,No,20.0,IT & Software Roles
2330,Claresta Bonnor,Female,27.0,Property,Mass Customer,N,No,9.0,Administrative Roles
2331,Marybelle Antal,Female,54.0,Financial Services,Mass Customer,N,Yes,10.0,IT & Software Roles
2332,Jeff Goodere,Male,40.0,Property,High Net Worth,N,Yes,10.0,IT & Software Roles
2333,Ives Adolfson,Male,51.0,Financial Services,Mass Customer,N,Yes,10.0,Engineering & Technical Roles
2334,Zebulen Hefford,Male,21.0,Health,Affluent Customer,N,No,5.0,Science & Research
2335,Payton Sheach,Unknown,40.040122668029646,IT,Mass Customer,N,No,10.65704063378482,Marketing & Media
2336,Karney Labrone,Male,39.0,Health,Affluent Customer,N,No,17.0,Healthcare & Therapy
2337,Odilia Bick,Female,17.0,Health,Mass Customer,N,No,1.0,IT & Software Roles
2338,Clarie Hackworth,Female,31.0,Manufacturing,Mass Customer,N,No,5.0,IT & Software Roles
2339,Damien Haddeston,Male,59.0,Property,Affluent Customer,N,Yes,16.0,IT & Software Roles
2340,Joachim Amer,Male,39.0,Health,Mass Customer,N,Yes,16.0,Administrative Roles
2341,Caterina Scedall,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,IT & Software Roles
2342,Clara Jakel,Female,18.0,Unknown,Mass Customer,N,No,2.0,unknown
2343,Wilhelm Corteis,Male,58.0,Argiculture,High Net Worth,N,Yes,5.0,Healthcare & Therapy
2344,Wat Robelin,Male,24.0,Financial Services,Mass Customer,N,Yes,7.0,Healthcare & Therapy
2345,Arden Godard,Female,31.0,Retail,Affluent Customer,N,Yes,3.0,IT & Software Roles
2346,Joey Scheffler,Male,38.0,Unknown,Mass Customer,N,Yes,4.0,Administrative Roles
2347,L;urette Annott,Female,60.0,Unknown,High Net Worth,N,No,11.0,IT & Software Roles
2348,Keeley Winslet,Female,60.0,Manufacturing,Mass Customer,N,No,16.0,IT & Software Roles
2349,Julee Garwell,Female,38.0,Telecommunications,High Net Worth,N,No,3.0,Administrative Roles
2350,Lorinda Malpass,Female,58.0,Unknown,Mass Customer,N,Yes,14.0,Healthcare & Therapy
2351,Felicity Beirne,Female,25.0,Retail,Affluent Customer,N,Yes,10.0,Administrative Roles
2352,Cilka Dabbes,Female,46.0,Unknown,Mass Customer,N,Yes,13.0,Science & Research
2353,Lyn Luquet,Male,39.0,Health,Affluent Customer,N,Yes,12.0,Healthcare & Therapy
2354,Tammie Fisbey,Female,59.0,Retail,Mass Customer,N,No,17.0,Engineering & Technical Roles
