name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Ahmed Pickthorne,58.0,Male,46,Administrative Roles,Unknown,High Net Worth,Yes,15,2147,New South Wales,9,329,1.0,0.96,1.2,1.5,1.5,329
Nil Shirer,20.0,Male,64,Science & Research,Entertainment,Mass Customer,Yes,7,3013,Victoria,8,329,1.0,0.88,1.1,1.1,0.935,329
Erhard O'Moylane,39.0,Male,33,Administrative Roles,Retail,Affluent Customer,Yes,9,3630,Victoria,2,334,0.9987499999999998,0.91,1.1375,1.1375,1.1375,334
Vitia Axtens,72.0,Female,62,Finance & Accounting,Financial Services,Mass Customer,Yes,15,2011,New South Wales,10,334,0.9987499999999998,0.91,1.1375,1.421875,1.20859375,334
Haskell Moxted,74.0,Male,81,Engineering & Technical Roles,Manufacturing,Mass Customer,No,7,2145,New South Wales,9,334,0.9987499999999998,0.41,0.41,0.5125,0.43562499999999993,334
Ebony Conrad,18.0,Female,8,Science & Research,Financial Services,Mass Customer,Yes,16,3029,Victoria,7,334,0.9987499999999998,0.89,1.1125,1.1125,0.945625,334
Lincoln Boler,41.0,Male,53,Engineering & Technical Roles,Unknown,Affluent Customer,No,14,3207,Victoria,8,338,0.99609375,0.73,0.73,0.73,0.73,338
Vladimir Westmerland,61.0,Male,18,unknown,Manufacturing,Mass Customer,Yes,18,2640,New South Wales,4,338,0.99609375,0.48,0.6,0.6,0.51,338
Kylynn Drowsfield,42.0,Female,80,Marketing & Media,Unknown,High Net Worth,Yes,7,3059,Victoria,9,338,0.99609375,0.71,0.8875,1.109375,1.109375,338
Nicole Ruckhard,48.0,Female,93,Administrative Roles,Health,Affluent Customer,Yes,17,4560,Queensland,3,341,0.99,1.09,1.3625,1.703125,1.703125,341
Celestina Lethardy,49.0,Female,38,IT & Software Roles,IT,Mass Customer,Yes,11,3163,Victoria,10,341,0.99,0.93,1.1625,1.453125,1.23515625,341
Tannie Petrakov,66.0,Male,84,IT & Software Roles,IT,Affluent Customer,No,10,4078,Queensland,6,341,0.99,0.45,0.45,0.5625,0.5625,341
Bessy Saladin,78.0,Female,22,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,16,4075,Queensland,10,341,0.99,0.75,0.9375,1.171875,0.99609375,341
Diego Van den Broek,53.0,Male,17,Management & Leadership Roles,Manufacturing,Affluent Customer,Yes,13,4055,Queensland,7,345,0.988125,0.79,0.9875,0.9875,0.9875,345
Lucilia Minshall,65.0,Female,71,unknown,IT,Mass Customer,Yes,7,2750,New South Wales,8,345,0.988125,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,345
Cissiee Pollington,76.0,Female,43,Education & Teaching,Property,Mass Customer,Yes,7,2256,New South Wales,9,345,0.988125,0.52,0.65,0.8125,0.6906249999999999,345
Eddy Sturch,56.0,Male,22,IT & Software Roles,Financial Services,High Net Worth,Yes,17,4158,Queensland,6,345,0.988125,0.75,0.9375,0.9375,0.9375,345
Caron Kezar,64.0,Female,11,Marketing & Media,Health,Mass Customer,No,5,2835,New South Wales,1,349,0.9875,0.82,0.82,0.82,0.697,349
Sandor Stirland,36.0,Male,67,IT & Software Roles,Manufacturing,High Net Worth,No,12,3235,Victoria,10,349,0.9875,0.5,0.5,0.625,0.625,349
Gallagher Bromell,61.0,Male,18,Administrative Roles,Unknown,Mass Customer,No,17,4556,Queensland,8,349,0.9875,1.0,1.0,1.0,0.85,349
Murial Bulloch,53.0,Female,59,unknown,Financial Services,Mass Customer,No,13,2011,New South Wales,6,349,0.9875,0.92,0.92,0.92,0.782,349
Delinda Ech,73.0,Female,74,Science & Research,Argiculture,Mass Customer,Yes,17,3101,Victoria,10,349,0.9875,0.54,0.675,0.84375,0.7171875,349
Hussein Tapenden,64.0,Male,19,Healthcare & Therapy,Health,Affluent Customer,Yes,12,2747,New South Wales,8,349,0.9875,0.45,0.5625,0.5625,0.5625,349
Giulietta Garbott,15.0,Female,59,IT & Software Roles,Unknown,Affluent Customer,Yes,14,3810,Victoria,5,355,0.984375,0.41,0.5125,0.5125,0.5125,355
Kaylyn Jakaway,37.0,Female,45,Healthcare & Therapy,Health,Affluent Customer,No,10,2290,New South Wales,8,356,0.9828125,0.58,0.58,0.58,0.58,356
Brynn Goodyear,73.0,Female,30,Administrative Roles,Health,Mass Customer,Yes,11,3075,Victoria,7,356,0.9828125,0.65,0.8125,0.8125,0.6906249999999999,356
Otis  ,47.0,Male,59,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,12,2075,New South Wales,11,358,0.98,0.46,0.46,0.5750000000000001,0.5750000000000001,358
Tamas Swatman,46.240081383519836,U,65,Administrative Roles,Entertainment,Affluent Customer,No,5,4551,Queensland,8,358,0.98,0.95,0.95,0.95,0.95,358
Pace Clemonts,27.0,Male,99,Administrative Roles,Retail,High Net Worth,No,10,3122,Victoria,7,358,0.98,0.85,0.85,1.0625,1.0625,358
Tracy Andrejevic,46.240081383519836,U,71,IT & Software Roles,IT,Mass Customer,Yes,11,3030,Victoria,7,361,0.9775,0.62,0.775,0.775,0.65875,361
Muffin Grigolon,38.0,Male,7,Marketing & Media,Telecommunications,Mass Customer,No,12,2232,New South Wales,10,361,0.9775,0.74,0.74,0.925,0.78625,361
Allsun Biner,20.0,Female,67,Healthcare & Therapy,Financial Services,Mass Customer,Yes,10,2641,New South Wales,2,361,0.9775,0.95,1.1875,1.1875,1.009375,361
Kenneth Elleyne,60.0,Male,13,IT & Software Roles,Financial Services,Mass Customer,No,13,3145,Victoria,11,361,0.9775,0.54,0.54,0.675,0.57375,361
Clotilda Southers,18.0,Female,62,IT & Software Roles,Financial Services,Mass Customer,Yes,15,2323,New South Wales,4,361,0.9775,0.61,0.7625,0.7625,0.648125,361
Augustus Bourley,36.0,Male,60,unknown,Health,Affluent Customer,No,18,4152,Queensland,10,366,0.9750000000000001,0.78,0.78,0.9750000000000001,0.9750000000000001,366
Daisi Tinwell,46.0,Female,84,Management & Leadership Roles,Financial Services,Mass Customer,No,11,2777,New South Wales,8,366,0.9750000000000001,1.02,1.02,1.275,1.08375,366
Gerik Woodroof,58.0,Male,18,Administrative Roles,Financial Services,High Net Worth,Yes,9,3175,Victoria,7,366,0.9750000000000001,0.51,0.6375,0.6375,0.6375,366
Claresta MacConnulty,60.0,Female,6,Administrative Roles,Unknown,Mass Customer,Yes,20,2026,New South Wales,9,366,0.9750000000000001,0.41,0.5125,0.640625,0.54453125,366
Arty Fontelles,23.0,Male,50,IT & Software Roles,IT,High Net Worth,No,4,3197,Victoria,4,370,0.97,0.95,0.95,0.95,0.95,370
Giulia Hazart,39.0,Female,57,IT & Software Roles,Unknown,Mass Customer,No,11,4218,Queensland,11,371,0.96875,0.99,0.99,1.2375,1.0518750000000001,371
Whit Emloch,54.0,Male,30,Science & Research,Health,Mass Customer,Yes,6,2220,New South Wales,9,372,0.9668749999999999,0.61,0.7625,0.953125,0.81015625,372
Rowan Summerly,43.0,Male,4,Science & Research,Entertainment,Mass Customer,No,9,2209,New South Wales,10,372,0.9668749999999999,1.02,1.02,1.275,1.08375,372
Ian Rabat,42.0,Male,54,IT & Software Roles,Financial Services,Affluent Customer,No,11,3204,Victoria,11,372,0.9668749999999999,1.05,1.05,1.3125,1.3125,372
Agneta McAmish,46.240081383519836,U,66,Engineering & Technical Roles,IT,Mass Customer,No,15,4207,Queensland,6,375,0.96,0.46,0.46,0.46,0.391,375
Reginald Jermy,57.0,Male,7,Management & Leadership Roles,Unknown,High Net Worth,Yes,20,4128,Queensland,8,375,0.96,0.82,1.025,1.025,1.025,375
Link Gorini,43.0,Male,60,unknown,IT,High Net Worth,No,10,4600,Queensland,2,375,0.96,0.51,0.51,0.51,0.51,375
Harriet Brattan,31.0,Female,81,Administrative Roles,Financial Services,High Net Worth,No,2,3579,Victoria,1,378,0.9562499999999999,1.02,1.02,1.275,1.275,378
Sada Branton,43.0,Female,34,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,14,3199,Victoria,6,378,0.9562499999999999,0.87,0.87,0.87,0.87,378
Jenelle Mc-Kerley,75.0,Female,40,IT & Software Roles,Financial Services,Mass Customer,Yes,16,4068,Queensland,5,378,0.9562499999999999,0.95,1.1875,1.1875,1.009375,378
Gabrila Toopin,54.0,Female,7,Marketing & Media,Manufacturing,Mass Customer,No,12,2456,New South Wales,6,378,0.9562499999999999,0.69,0.69,0.69,0.5864999999999999,378
Almira Mangion,21.0,Female,4,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,2,2230,New South Wales,12,382,0.95,0.4,0.5,0.625,0.625,382
Arty Strudwick,53.0,Male,85,IT & Software Roles,Health,Mass Customer,Yes,8,2211,New South Wales,10,382,0.95,1.09,1.3625,1.703125,1.4476562499999999,382
Alexa Dillet,73.0,Female,65,Engineering & Technical Roles,Entertainment,Affluent Customer,No,17,2261,New South Wales,7,382,0.95,0.57,0.57,0.57,0.57,382
Palmer Heaven,22.0,Male,82,Science & Research,Financial Services,Affluent Customer,Yes,9,3754,Victoria,6,382,0.95,1.02,1.275,1.59375,1.59375,382
Porter Buckenhill,63.0,Male,46,Administrative Roles,Manufacturing,High Net Worth,Yes,9,4124,Queensland,7,386,0.945625,0.58,0.725,0.725,0.725,386
Kizzee Kemston,56.0,Female,11,unknown,Health,Mass Customer,No,13,2767,New South Wales,8,386,0.945625,0.41,0.41,0.41,0.3485,386
Isadora Ducker,44.0,Female,15,Marketing & Media,Unknown,Affluent Customer,Yes,8,3153,Victoria,5,386,0.945625,0.7,0.875,0.875,0.875,386
Giffie Offill,24.0,Male,51,Engineering & Technical Roles,Telecommunications,Affluent Customer,No,5,4740,Queensland,3,386,0.945625,1.0,1.0,1.0,1.0,386
Fara Sarath,69.0,Female,75,Healthcare & Therapy,Unknown,Mass Customer,No,22,2168,New South Wales,7,386,0.945625,0.56,0.56,0.56,0.47600000000000003,386
Carolann Raatz,38.0,Female,25,Engineering & Technical Roles,Unknown,High Net Worth,No,21,3977,Victoria,6,386,0.945625,0.69,0.69,0.69,0.69,386
Tamar Windmill,78.0,Female,92,Marketing & Media,Manufacturing,Affluent Customer,No,10,2207,New South Wales,10,386,0.945625,0.69,0.69,0.8624999999999999,0.8624999999999999,386
Kipp Stockport,35.0,Male,36,IT & Software Roles,Retail,Mass Customer,Yes,6,2022,New South Wales,11,386,0.945625,0.43,0.5375,0.671875,0.57109375,386
Packston Wackett,67.0,Male,10,Engineering & Technical Roles,Financial Services,Mass Customer,No,19,3192,Victoria,9,386,0.945625,0.62,0.62,0.775,0.65875,386
Hanson Eastes,27.0,Male,74,unknown,Manufacturing,Mass Customer,Yes,5,3056,Victoria,9,395,0.94,1.06,1.3250000000000002,1.6562500000000002,1.4078125000000001,395
Demetria Bausor,56.0,Female,73,Administrative Roles,Entertainment,Mass Customer,Yes,9,2097,New South Wales,12,396,0.9375,0.42,0.525,0.65625,0.5578124999999999,396
Lura Fawdrie,15.0,Female,66,Management & Leadership Roles,Health,Mass Customer,Yes,4,4211,Queensland,3,396,0.9375,0.89,1.1125,1.1125,0.945625,396
Nora Anselm,57.0,Female,84,unknown,Entertainment,High Net Worth,Yes,15,4342,Queensland,5,396,0.9375,0.46,0.5750000000000001,0.7187500000000001,0.7187500000000001,396
Estevan Eastment,75.0,Male,54,Science & Research,Health,Mass Customer,Yes,21,2019,New South Wales,8,396,0.9375,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,396
Aloysius Glowacz,38.0,Male,72,Finance & Accounting,Financial Services,Affluent Customer,No,18,2232,New South Wales,10,396,0.9375,0.73,0.73,0.9125,0.9125,396
Bastien Ibbeson,41.0,Male,53,IT & Software Roles,IT,Mass Customer,No,12,2487,New South Wales,5,401,0.935,0.53,0.53,0.53,0.4505,401
Otha Langworthy,50.0,Female,91,Finance & Accounting,Financial Services,Mass Customer,Yes,13,3130,Victoria,10,401,0.935,0.6,0.75,0.9375,0.796875,401
Gannie Bargh,62.0,Male,56,IT & Software Roles,Unknown,Mass Customer,Yes,13,3201,Victoria,7,401,0.935,0.76,0.95,0.95,0.8075,401
Dwayne Doel,39.0,Male,80,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,17,2223,New South Wales,11,401,0.935,1.09,1.3625,1.703125,1.703125,401
Leese Huckleby,40.0,Female,67,Administrative Roles,Manufacturing,High Net Worth,Yes,16,3777,Victoria,7,405,0.93,0.93,1.1625,1.1625,1.1625,405
Dodi Kiggel,37.0,Female,5,unknown,Financial Services,Mass Customer,Yes,13,2114,New South Wales,11,405,0.93,0.95,1.1875,1.484375,1.26171875,405
Kippar Brimilcome,79.0,Male,21,Marketing & Media,Health,Mass Customer,No,19,2089,New South Wales,11,405,0.93,0.49,0.49,0.6125,0.520625,405
Corinna Beretta,21.0,Female,24,IT & Software Roles,Health,High Net Worth,No,12,3023,Victoria,7,408,0.9296875,0.95,0.95,0.95,0.95,408
Laurie Odlin,34.0,Female,75,Marketing & Media,Health,High Net Worth,No,10,3194,Victoria,10,409,0.925,0.78,0.78,0.9750000000000001,0.9750000000000001,409
Mair Erett,60.0,Female,15,Healthcare & Therapy,Unknown,Affluent Customer,No,18,2117,New South Wales,7,409,0.925,0.44,0.44,0.44,0.44,409
Marcelia Copins,71.0,Female,81,unknown,Unknown,Mass Customer,Yes,21,2259,New South Wales,8,409,0.925,0.48,0.6,0.75,0.6375,409
Tanner Terlinden,22.0,Male,84,Engineering & Technical Roles,Manufacturing,Mass Customer,No,14,3106,Victoria,11,409,0.925,1.07,1.07,1.3375000000000001,1.136875,409
Hilliard Dullard,63.0,Male,65,Engineering & Technical Roles,Manufacturing,Mass Customer,No,17,2163,New South Wales,8,409,0.925,0.46,0.46,0.46,0.391,409
Justinn Haruard,59.0,Female,48,Healthcare & Therapy,Health,High Net Worth,No,11,2035,New South Wales,12,414,0.924375,0.41,0.41,0.5125,0.5125,414
Wyn Meach,79.0,Male,37,unknown,Manufacturing,Mass Customer,No,9,2765,New South Wales,9,415,0.9218749999999999,0.44,0.44,0.55,0.4675,415
Art Shardlow,54.0,Male,57,IT & Software Roles,Argiculture,Mass Customer,Yes,15,4350,Queensland,2,415,0.9218749999999999,1.0,1.25,1.25,1.0625,415
Dennis Varnham,64.0,Male,57,Administrative Roles,Entertainment,Affluent Customer,No,17,3350,Victoria,3,415,0.9218749999999999,0.74,0.74,0.74,0.74,415
Freddi Litherborough,28.0,Female,46,Engineering & Technical Roles,Financial Services,Mass Customer,No,7,2460,New South Wales,3,418,0.918,1.08,1.08,1.08,0.918,418
Salomon Perkins,19.0,Male,76,Engineering & Technical Roles,Financial Services,Affluent Customer,Yes,1,2009,New South Wales,10,419,0.91640625,0.54,0.675,0.84375,0.84375,419
Sherill  ,26.0,Female,33,Administrative Roles,Financial Services,Mass Customer,No,3,2880,New South Wales,1,420,0.91375,0.64,0.64,0.64,0.544,420
Queenie Learie,69.0,Female,90,unknown,Property,Mass Customer,No,12,2073,New South Wales,11,420,0.91375,0.86,0.86,1.075,0.91375,420
Etan Prinett,47.0,Male,97,Administrative Roles,Argiculture,Mass Customer,Yes,10,2250,New South Wales,8,420,0.91375,0.5,0.625,0.78125,0.6640625,420
Donaugh Benedict,26.0,Male,3,IT & Software Roles,Property,Mass Customer,No,12,2233,New South Wales,9,420,0.91375,0.88,0.88,1.1,0.935,420
Harwell Kleinstein,24.0,Male,87,Marketing & Media,Retail,Affluent Customer,No,15,3818,Victoria,5,420,0.91375,1.09,1.09,1.3625,1.3625,420
Cheston Hritzko,72.0,Male,70,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,19,2127,New South Wales,9,420,0.91375,0.43,0.5375,0.671875,0.57109375,420
Suzy Trounson,70.0,Female,13,Finance & Accounting,Financial Services,Mass Customer,Yes,20,4152,Queensland,9,420,0.91375,1.02,1.275,1.59375,1.3546875,420
Jobie Runacres,43.0,Female,96,IT & Software Roles,Unknown,Mass Customer,Yes,18,2528,New South Wales,7,427,0.9125,1.05,1.3125,1.640625,1.39453125,427
Guenna Filisov,48.0,Female,52,Engineering & Technical Roles,Manufacturing,High Net Worth,No,13,2154,New South Wales,9,427,0.9125,1.03,1.03,1.2875,1.2875,427
Opal Cleare,40.0,Female,6,IT & Software Roles,Property,Affluent Customer,Yes,20,2066,New South Wales,9,429,0.91,0.4,0.5,0.625,0.625,429
Ottilie Wanless,77.0,Female,51,Science & Research,Unknown,Affluent Customer,No,8,2720,New South Wales,4,430,0.9095,0.78,0.78,0.78,0.78,430
Kipper Circuit,43.0,Male,23,Administrative Roles,Argiculture,Mass Customer,Yes,4,2140,New South Wales,8,430,0.9095,0.58,0.725,0.725,0.61625,430
Marilin Frome,42.0,Female,58,Marketing & Media,IT,Mass Customer,Yes,17,2219,New South Wales,9,430,0.9095,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,430
Arel Abramovitz,60.0,Male,72,Healthcare & Therapy,Health,Mass Customer,No,16,4650,Queensland,4,433,0.90625,0.76,0.76,0.76,0.646,433
Kit Easdon,39.0,Male,61,Management & Leadership Roles,Property,Affluent Customer,No,12,3156,Victoria,8,433,0.90625,0.78,0.78,0.78,0.78,433
Gregg Aimeric,46.240081383519836,U,52,Finance & Accounting,IT,Mass Customer,No,7,3753,Victoria,5,433,0.90625,0.79,0.79,0.79,0.6715,433
Skipp Swales,44.0,Male,15,Marketing & Media,Entertainment,High Net Worth,Yes,22,3029,Victoria,7,436,0.903125,0.74,0.925,0.925,0.925,436
Frederich Glantz,20.0,Male,37,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,10,2762,New South Wales,8,436,0.903125,0.51,0.6375,0.6375,0.6375,436
Rodolph Denniss,43.0,Male,28,Science & Research,Property,Affluent Customer,Yes,7,3356,Victoria,2,436,0.903125,0.8,1.0,1.0,1.0,436
Craggie Dering,65.0,Male,47,Finance & Accounting,Financial Services,Mass Customer,No,7,2125,New South Wales,10,436,0.903125,1.03,1.03,1.2875,1.094375,436
Johna Bunker,46.240081383519836,U,93,Finance & Accounting,IT,Mass Customer,Yes,14,3065,Victoria,6,436,0.903125,0.6,0.75,0.9375,0.796875,436
Giralda MacPeake,76.0,Female,59,Science & Research,Entertainment,High Net Worth,Yes,14,2705,New South Wales,1,441,0.901,1.06,1.3250000000000002,1.3250000000000002,1.3250000000000002,441
Rodney Trethewey,20.0,Male,16,IT & Software Roles,Financial Services,Affluent Customer,No,15,3030,Victoria,8,441,0.901,0.41,0.41,0.41,0.41,441
Theresina  ,30.0,Female,30,Administrative Roles,Argiculture,Mass Customer,Yes,14,2650,New South Wales,2,441,0.901,0.6,0.75,0.75,0.6375,441
Gleda Howerd,53.0,Female,59,Management & Leadership Roles,IT,Mass Customer,No,6,2440,New South Wales,2,444,0.9,0.58,0.58,0.58,0.49299999999999994,444
Melany Ladewig,45.0,Female,76,Science & Research,Financial Services,Mass Customer,Yes,10,4130,Queensland,7,444,0.9,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,444
Claudell Rounsefell,24.0,Male,67,Management & Leadership Roles,Financial Services,Affluent Customer,No,8,4217,Queensland,5,444,0.9,0.89,0.89,0.89,0.89,444
Garwin Nurden,59.0,Male,54,IT & Software Roles,Property,High Net Worth,Yes,5,3142,Victoria,11,444,0.9,0.51,0.6375,0.796875,0.796875,444
Bunny Leebetter,51.0,Female,83,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,8,4301,Queensland,4,444,0.9,0.89,1.1125,1.390625,1.390625,444
Matias Melloi,40.0,Male,61,Administrative Roles,Retail,Affluent Customer,No,11,2155,New South Wales,10,444,0.9,0.79,0.79,0.9875,0.9875,444
Sada Dowyer,19.0,Female,47,Administrative Roles,Unknown,High Net Worth,Yes,3,2090,New South Wales,10,450,0.8999999999999999,0.58,0.725,0.90625,0.90625,450
Anet Roseman,21.0,Female,84,IT & Software Roles,Financial Services,Mass Customer,No,9,3814,Victoria,4,450,0.8999999999999999,0.9,0.9,1.125,0.9562499999999999,450
Katie Warhurst,26.0,Female,0,Administrative Roles,Retail,High Net Worth,Yes,14,3064,Victoria,5,450,0.8999999999999999,0.61,0.7625,0.7625,0.7625,450
Celia Bryden,74.0,Female,12,Engineering & Technical Roles,Manufacturing,High Net Worth,No,21,2114,New South Wales,9,450,0.8999999999999999,1.03,1.03,1.2875,1.2875,450
Stearne Trolley,35.0,Male,42,Engineering & Technical Roles,Financial Services,High Net Worth,No,14,2137,New South Wales,11,450,0.8999999999999999,1.09,1.09,1.3625,1.3625,450
Tristam Larose,32.0,Male,70,Management & Leadership Roles,Financial Services,Mass Customer,No,17,2137,New South Wales,11,455,0.8925,0.43,0.43,0.5375,0.456875,455
Laurena  ,56.0,Female,21,Management & Leadership Roles,Unknown,High Net Worth,No,10,3810,Victoria,6,455,0.8925,1.07,1.07,1.07,1.07,455
Heloise Fairpool,41.0,Female,17,Administrative Roles,Manufacturing,High Net Worth,No,17,4680,Queensland,3,455,0.8925,1.05,1.05,1.05,1.05,455
Dory Malpass,45.0,Female,19,unknown,Unknown,Affluent Customer,Yes,13,4103,Queensland,8,455,0.8925,0.49,0.6125,0.6125,0.6125,455
Marcellina Baynton,70.0,Female,60,Engineering & Technical Roles,Financial Services,Mass Customer,No,16,3141,Victoria,10,455,0.8925,0.56,0.56,0.7000000000000001,0.5950000000000001,455
Gregorius Leal,66.0,Male,7,unknown,Retail,Affluent Customer,Yes,21,2033,New South Wales,12,455,0.8925,0.61,0.7625,0.953125,0.953125,455
Deana Canton,43.0,Female,67,unknown,Property,Mass Customer,Yes,14,4301,Queensland,3,455,0.8925,0.66,0.8250000000000001,0.8250000000000001,0.70125,455
Kori Sparsholt,77.0,Female,59,Administrative Roles,Unknown,Mass Customer,Yes,19,2171,New South Wales,9,455,0.8925,0.91,1.1375,1.421875,1.20859375,455
Lucky Klainman,70.0,Female,24,Engineering & Technical Roles,Retail,Mass Customer,No,8,3758,Victoria,4,455,0.8925,0.55,0.55,0.55,0.4675,455
Erasmus Olenchenko,52.0,Male,56,Engineering & Technical Roles,Property,Mass Customer,Yes,5,2484,New South Wales,7,464,0.8906249999999999,0.67,0.8375,0.8375,0.711875,464
Carita Sand,40.0,Female,25,Engineering & Technical Roles,Retail,Mass Customer,No,16,2154,New South Wales,11,464,0.8906249999999999,0.51,0.51,0.6375,0.541875,464
Lynnett Tipper,24.0,Female,22,Marketing & Media,Health,High Net Worth,Yes,2,3109,Victoria,10,466,0.89,0.5,0.625,0.78125,0.78125,466
Thorn Stigers,45.0,Male,42,Management & Leadership Roles,Financial Services,Mass Customer,No,19,4115,Queensland,8,466,0.89,0.9,0.9,0.9,0.765,466
Lela Billing,47.0,Female,38,IT & Software Roles,Unknown,Mass Customer,Yes,18,2571,New South Wales,7,468,0.8898437499999999,0.9,1.125,1.125,0.9562499999999999,468
Norah Mapis,17.0,Female,75,Administrative Roles,Argiculture,Mass Customer,No,10,2263,New South Wales,9,468,0.8898437499999999,0.87,0.87,1.0875,0.924375,468
Moina Rosenbaum,16.0,Female,50,Marketing & Media,IT,Mass Customer,No,14,3109,Victoria,10,468,0.8898437499999999,0.44,0.44,0.55,0.4675,468
Ceciley Harg,27.0,Female,50,Healthcare & Therapy,Retail,Mass Customer,Yes,4,4172,Queensland,7,471,0.8875,0.88,1.1,1.1,0.935,471
Torry de la Valette Parisot,50.0,Male,95,Management & Leadership Roles,Telecommunications,Mass Customer,Yes,18,3168,Victoria,9,471,0.8875,0.63,0.7875,0.984375,0.83671875,471
Sigismund Sedger,18.0,Male,9,Finance & Accounting,Manufacturing,Affluent Customer,No,7,2155,New South Wales,10,473,0.884,0.87,0.87,1.0875,1.0875,473
Irvine Headon,61.0,Male,99,Science & Research,IT,Affluent Customer,Yes,20,2322,New South Wales,5,473,0.884,0.9,1.125,1.40625,1.40625,473
Laurie  ,38.0,Male,31,Administrative Roles,Entertainment,Mass Customer,Yes,15,2210,New South Wales,10,475,0.8818749999999999,0.85,1.0625,1.328125,1.12890625,475
Tomkin Bernlin,16.0,Male,7,Science & Research,Health,Affluent Customer,Yes,9,2480,New South Wales,3,475,0.8818749999999999,0.85,1.0625,1.0625,1.0625,475
Genni Fanstone,45.0,Female,25,Administrative Roles,Entertainment,Mass Customer,No,16,3149,Victoria,10,475,0.8818749999999999,0.82,0.82,1.025,0.8712499999999999,475
Blondie  ,22.0,Female,43,Finance & Accounting,Financial Services,High Net Worth,No,11,2565,New South Wales,8,478,0.88,0.66,0.66,0.66,0.66,478
Aloysius Killingsworth,60.0,Male,89,Management & Leadership Roles,Unknown,Mass Customer,No,12,2145,New South Wales,9,478,0.88,0.92,0.92,1.1500000000000001,0.9775,478
Carola Philler,66.0,Female,73,Healthcare & Therapy,Health,High Net Worth,No,15,2145,New South Wales,7,478,0.88,0.79,0.79,0.79,0.79,478
Fitzgerald Hellikes,38.0,Male,25,Administrative Roles,Health,Mass Customer,Yes,10,3040,Victoria,7,478,0.88,0.93,1.1625,1.1625,0.988125,478
Ingmar Okenden,58.0,Male,97,Finance & Accounting,Financial Services,Mass Customer,Yes,8,3216,Victoria,2,478,0.88,0.86,1.075,1.34375,1.1421875,478
Tina Dunstan,78.0,Female,13,Marketing & Media,Retail,Affluent Customer,No,13,2171,New South Wales,7,483,0.8765625,0.67,0.67,0.67,0.67,483
Huberto Mollatt,56.0,Male,82,IT & Software Roles,Unknown,Mass Customer,Yes,14,2770,New South Wales,7,483,0.8765625,0.91,1.1375,1.421875,1.20859375,483
Georgi  ,47.0,Male,29,Administrative Roles,Manufacturing,High Net Worth,No,11,3215,Victoria,4,485,0.8755,0.79,0.79,0.79,0.79,485
Adolpho Bellerby,73.0,Male,46,Management & Leadership Roles,Financial Services,High Net Worth,Yes,13,4305,Queensland,4,486,0.875,1.01,1.2625,1.2625,1.2625,486
Kelsey Hatt,51.0,Female,69,Marketing & Media,Financial Services,High Net Worth,No,8,3930,Victoria,6,486,0.875,0.43,0.43,0.43,0.43,486
Lucien  ,51.0,Male,83,unknown,Financial Services,High Net Worth,Yes,19,4305,Queensland,3,486,0.875,0.64,0.8,1.0,1.0,486
Ariel McCloid,23.0,Male,4,Administrative Roles,Unknown,High Net Worth,Yes,6,3630,Victoria,1,486,0.875,0.83,1.0374999999999999,1.0374999999999999,1.0374999999999999,486
Bevvy Openshaw,42.0,Female,68,Science & Research,Unknown,Affluent Customer,Yes,10,2318,New South Wales,3,486,0.875,1.0,1.25,1.25,1.25,486
Alexina Mabley,42.0,Female,72,IT & Software Roles,Manufacturing,Mass Customer,Yes,10,2573,New South Wales,9,486,0.875,0.8,1.0,1.25,1.0625,486
Dawn Pyffe,52.0,Female,56,Administrative Roles,Retail,Mass Customer,No,11,3155,Victoria,8,492,0.8712499999999999,0.61,0.61,0.61,0.5185,492
Claudette Renackowna,21.0,Female,55,Administrative Roles,Manufacturing,Mass Customer,No,2,2148,New South Wales,8,492,0.8712499999999999,0.97,0.97,0.97,0.8245,492
Elianora Poolton,73.0,Female,15,IT & Software Roles,Unknown,Mass Customer,Yes,21,3134,Victoria,9,494,0.867,1.09,1.3625,1.703125,1.4476562499999999,494
Park  ,40.0,Male,39,Healthcare & Therapy,IT,Affluent Customer,No,14,4350,Queensland,7,495,0.86328125,0.5,0.5,0.5,0.5,495
Anthony Lindstrom,20.0,Male,86,Science & Research,Financial Services,Affluent Customer,Yes,10,2205,New South Wales,10,495,0.86328125,0.42,0.525,0.65625,0.65625,495
Liane Poizer,65.0,Female,59,IT & Software Roles,Property,High Net Worth,No,13,2076,New South Wales,11,495,0.86328125,0.87,0.87,1.0875,1.0875,495
